,neighborhood_name,neighborhood_latitude,neighborhood_longitude,vanue,vanue_category,venue_latitude,venue_longitude
0,"Rouge,Malvern",43.806686299999996,-79.19435340000001,Wendy's,Fast Food Restaurant,43.80744841934756,-79.19905558052072
1,"Rouge,Malvern",43.806686299999996,-79.19435340000001,Interprovincial Group,Print Shop,43.8056297,-79.2003784
2,"Rouge Hill,Port Union,Highland Creek",43.7845351,-79.16049709999999,Royal Canadian Legion,Bar,43.78253332838298,-79.16308473261682
3,"West Hill,Guildwood,Morningside",43.7635726,-79.1887115,G & G Electronics,Electronics Store,43.765309,-79.191537
4,"West Hill,Guildwood,Morningside",43.7635726,-79.1887115,Marina Spa,Spa,43.766,-79.191
5,"West Hill,Guildwood,Morningside",43.7635726,-79.1887115,Big Bite Burrito,Mexican Restaurant,43.766299084470795,-79.19071980583941
6,"West Hill,Guildwood,Morningside",43.7635726,-79.1887115,Enterprise Rent-A-Car,Rental Car Location,43.7640757,-79.1934057
7,"West Hill,Guildwood,Morningside",43.7635726,-79.1887115,Woburn Medical Centre,Medical Center,43.766631153138455,-79.19228553771973
8,"West Hill,Guildwood,Morningside",43.7635726,-79.1887115,Lawrence Ave E & Kingston Rd,Intersection,43.767704,-79.18949
9,"West Hill,Guildwood,Morningside",43.7635726,-79.1887115,Eggsmart,Breakfast Spot,43.7678,-79.190466
10,Woburn,43.7709921,-79.21691740000001,Starbucks,Coffee Shop,43.770037201625215,-79.22115586641958
11,Woburn,43.7709921,-79.21691740000001,Tim Hortons,Coffee Shop,43.7708270725628,-79.22307810384153
12,Woburn,43.7709921,-79.21691740000001,Korean Grill House,Korean Restaurant,43.7708117291354,-79.21450208834013
13,Cedarbrae,43.773136,-79.23947609999999,Federick Restaurant,Hakka Restaurant,43.77469659057996,-79.24114242818267
14,Cedarbrae,43.773136,-79.23947609999999,Drupati's Roti & Doubles,Caribbean Restaurant,43.775222138791534,-79.24167761001029
15,Cedarbrae,43.773136,-79.23947609999999,Thai One On,Thai Restaurant,43.77446763641413,-79.24126833717742
16,Cedarbrae,43.773136,-79.23947609999999,Centennial Recreation Centre,Athletics & Sports,43.77459330890341,-79.23649962433035
17,Cedarbrae,43.773136,-79.23947609999999,TD Canada Trust,Bank,43.7748302,-79.2412514
18,Cedarbrae,43.773136,-79.23947609999999,Petro-Canada,Gas Station,43.774106,-79.243097
19,Cedarbrae,43.773136,-79.23947609999999,B&A Bakery,Bakery,43.77439074389114,-79.24387684648542
20,Cedarbrae,43.773136,-79.23947609999999,The Avenue,Lounge,43.77243726897931,-79.24196241109247
21,Cedarbrae,43.773136,-79.23947609999999,Popeyes Louisiana Kitchen,Fried Chicken Joint,43.7759298356196,-79.23532833470263
22,Scarborough Village,43.7447342,-79.23947609999999,McCowan Park,Playground,43.74508851212816,-79.239335687338
23,"East Birchmount Park,Ionview,Kennedy Park",43.7279292,-79.26202940000002,Giant Tiger,Department Store,43.72744662939136,-79.26624035854763
24,"East Birchmount Park,Ionview,Kennedy Park",43.7279292,-79.26202940000002,Tim Hortons,Coffee Shop,43.72689508691926,-79.26615692675114
25,"East Birchmount Park,Ionview,Kennedy Park",43.7279292,-79.26202940000002,Bros. CONVENIENCE,Convenience Store,43.72778143829621,-79.26570835903846
26,"East Birchmount Park,Ionview,Kennedy Park",43.7279292,-79.26202940000002,Hakka No.1,Chinese Restaurant,43.72768846107342,-79.26605655631751
27,"East Birchmount Park,Ionview,Kennedy Park",43.7279292,-79.26202940000002,Dollarama,Discount Store,43.72659620252377,-79.26682995710473
28,"Clairlea,Oakridge,Golden Mile",43.711111700000004,-79.2845772,Dairy Queen,Ice Cream Shop,43.71037770465013,-79.29070115089417
29,"Clairlea,Oakridge,Golden Mile",43.711111700000004,-79.2845772,Warden Ave & St. Clair Ave E,Intersection,43.71205669347002,-79.28100496530533
30,"Clairlea,Oakridge,Golden Mile",43.711111700000004,-79.2845772,TTC Bus #68 Warden,Bus Line,43.71177810997778,-79.27971412913774
31,"Clairlea,Oakridge,Golden Mile",43.711111700000004,-79.2845772,Warden Subway Station,Metro Station,43.71122905571982,-79.27960224480387
32,"Clairlea,Oakridge,Golden Mile",43.711111700000004,-79.2845772,TTC Bus 102 Markham Road,Bus Line,43.711381420906115,-79.27958752636661
33,"Clairlea,Oakridge,Golden Mile",43.711111700000004,-79.2845772,Warden Station Bus Loop,Bus Station,43.71124084776515,-79.27957605867647
34,"Clairlea,Oakridge,Golden Mile",43.711111700000004,-79.2845772,Bakery On The Go,Bakery,43.711270905205765,-79.27950587661704
35,"Clairlea,Oakridge,Golden Mile",43.711111700000004,-79.2845772,Cafe on the go,Bakery,43.71115104374148,-79.27946923512921
36,"Clairlea,Oakridge,Golden Mile",43.711111700000004,-79.2845772,Clairlea Futbol Centre,Soccer Field,43.71523429184505,-79.28650639185544
37,"Scarborough Village West,Cliffcrest,Cliffside",43.716316,-79.23947609999999,Have A Nap Motel,Motel,43.718256,-79.240135
38,"Scarborough Village West,Cliffcrest,Cliffside",43.716316,-79.23947609999999,Vincent's Spot,American Restaurant,43.71700152544261,-79.24235338465942
39,"Birch Cliff,Cliffside West",43.692657000000004,-79.2648481,The Birchcliff,Café,43.69166644406541,-79.26453158481682
40,"Birch Cliff,Cliffside West",43.692657000000004,-79.2648481,Birchmount Community Centre,General Entertainment,43.69517507509799,-79.26216087070237
41,"Birch Cliff,Cliffside West",43.692657000000004,-79.2648481,Scarborough Gardens,Skating Rink,43.6946465192162,-79.26223031725522
42,"Birch Cliff,Cliffside West",43.692657000000004,-79.2648481,Birchmount Stadium,College Stadium,43.695322867712626,-79.26129341125488
43,"Wexford Heights,Dorset Park,Scarborough Town Centre",43.7574096,-79.27330400000001,Kim Kim restaurant,Chinese Restaurant,43.75383283792732,-79.27661122245037
44,"Wexford Heights,Dorset Park,Scarborough Town Centre",43.7574096,-79.27330400000001,Kairali,Indian Restaurant,43.754914739291834,-79.27694504646365
45,"Wexford Heights,Dorset Park,Scarborough Town Centre",43.7574096,-79.27330400000001,Karaikudi Chettinad South Indian Restaurant,Indian Restaurant,43.756041539453136,-79.27627591942013
46,"Wexford Heights,Dorset Park,Scarborough Town Centre",43.7574096,-79.27330400000001,Pho Vietnam,Vietnamese Restaurant,43.757770305647185,-79.27857193068989
47,"Wexford Heights,Dorset Park,Scarborough Town Centre",43.7574096,-79.27330400000001,Big Al's Pet Supercentre,Pet Store,43.75927894411595,-79.27832544749343
48,"Wexford Heights,Dorset Park,Scarborough Town Centre",43.7574096,-79.27330400000001,Omescape Scarborough,Gaming Cafe,43.754158,-79.27623
49,"Maryvale,Wexford",43.750071500000004,-79.2958491,Crown Pastries,Bakery,43.746098,-79.293142
50,"Maryvale,Wexford",43.750071500000004,-79.2958491,Wexford Restaurant,Breakfast Spot,43.7460300445972,-79.29384330907153
51,"Maryvale,Wexford",43.750071500000004,-79.2958491,Subway,Sandwich Place,43.746267251959516,-79.29319313129918
52,"Maryvale,Wexford",43.750071500000004,-79.2958491,Lebanese bakery,Middle Eastern Restaurant,43.74670137305754,-79.29289639281615
53,"Maryvale,Wexford",43.750071500000004,-79.2958491,Frank's Smoke Shop,Smoke Shop,43.74589,-79.29494
54,"Maryvale,Wexford",43.750071500000004,-79.2958491,Scarborough Garage Door Repair,Auto Garage,43.75128820404063,-79.30150777101517
55,"Maryvale,Wexford",43.750071500000004,-79.2958491,Banh Mi Metro,Vietnamese Restaurant,43.74583,-79.295309
56,Agincourt,43.7942003,-79.26202940000002,Panagio's Breakfast & Lunch,Breakfast Spot,43.79237001092506,-79.26020325805978
57,Agincourt,43.7942003,-79.26202940000002,El Pulgarcito,Latin American Restaurant,43.792647695283875,-79.25920775335268
58,Agincourt,43.7942003,-79.26202940000002,Twilight,Lounge,43.791999483291015,-79.25858447143591
59,Agincourt,43.7942003,-79.26202940000002,Commander Arena,Skating Rink,43.794867324063404,-79.26798888527924
60,"Tam O'Shanter,Sullivan,Clarks Corners",43.7816375,-79.3043021,Remezzo Italian Bistro,Italian Restaurant,43.778649,-79.308264
61,"Tam O'Shanter,Sullivan,Clarks Corners",43.7816375,-79.3043021,The Royal Chinese Restaurant 避風塘小炒,Chinese Restaurant,43.78050473445372,-79.29884391314476
62,"Tam O'Shanter,Sullivan,Clarks Corners",43.7816375,-79.3043021,Eight Noodles,Noodle House,43.77823412485005,-79.30829897588661
63,"Tam O'Shanter,Sullivan,Clarks Corners",43.7816375,-79.3043021,Kub Khao,Thai Restaurant,43.780437780734204,-79.2998370364667
64,"Tam O'Shanter,Sullivan,Clarks Corners",43.7816375,-79.3043021,TD Canada Trust,Bank,43.7791686,-79.3036167
65,"Tam O'Shanter,Sullivan,Clarks Corners",43.7816375,-79.3043021,Petro-Canada,Gas Station,43.779337,-79.307682
66,"Tam O'Shanter,Sullivan,Clarks Corners",43.7816375,-79.3043021,KFC,Fast Food Restaurant,43.7804,-79.3007
67,"Tam O'Shanter,Sullivan,Clarks Corners",43.7816375,-79.3043021,Popeyes Louisiana Kitchen,Fried Chicken Joint,43.780476,-79.29846
68,"Tam O'Shanter,Sullivan,Clarks Corners",43.7816375,-79.3043021,Little Caesars Pizza,Pizza Place,43.78056271894292,-79.2986242771319
69,"Tam O'Shanter,Sullivan,Clarks Corners",43.7816375,-79.3043021,Warden Ave. & Sheppard Ave. E,Intersection,43.77850036394506,-79.30767709893647
70,"Tam O'Shanter,Sullivan,Clarks Corners",43.7816375,-79.3043021,Gusto Pizza,Pizza Place,43.78360724036883,-79.29898327417831
71,"Steeles East,Milliken,L'Amoreaux East,Agincourt North",43.8152522,-79.2845772,Port Royal Park,Park,43.815477,-79.289773
72,"Steeles East,Milliken,L'Amoreaux East,Agincourt North",43.8152522,-79.2845772,Milliken Public School Playground,Playground,43.81538282984429,-79.2898673242174
73,L'Amoreaux West,43.799525200000005,-79.3183887,Mr Congee Chinese Cuisine 龍粥記,Chinese Restaurant,43.798878792587615,-79.3183345011537
74,L'Amoreaux West,43.799525200000005,-79.3183887,Phoenix Restaurant 金鳳餐廳,Chinese Restaurant,43.79819775434163,-79.31843152382791
75,L'Amoreaux West,43.799525200000005,-79.3183887,Price Chopper,Grocery Store,43.799444969304986,-79.3185634598668
76,L'Amoreaux West,43.799525200000005,-79.3183887,Subway,Sandwich Place,43.79867122318589,-79.31847549171897
77,L'Amoreaux West,43.799525200000005,-79.3183887,Shoppers Drug Mart,Pharmacy,43.799966,-79.317985
78,L'Amoreaux West,43.799525200000005,-79.3183887,KFC,Fast Food Restaurant,43.7989384013184,-79.31885368338149
79,L'Amoreaux West,43.799525200000005,-79.3183887,Tim Hortons,Coffee Shop,43.7991018,-79.3187148
80,L'Amoreaux West,43.799525200000005,-79.3183887,Pizza Pizza,Pizza Place,43.79790927666095,-79.31811332702635
81,L'Amoreaux West,43.799525200000005,-79.3183887,Eggsmart,Breakfast Spot,43.796375,-79.318681
82,L'Amoreaux West,43.799525200000005,-79.3183887,McDonald's,Fast Food Restaurant,43.79824882031983,-79.31816666829309
83,L'Amoreaux West,43.799525200000005,-79.3183887,Metro,Supermarket,43.79782980719172,-79.31849151849747
84,L'Amoreaux West,43.799525200000005,-79.3183887,Coffee Time,Coffee Shop,43.79795157870593,-79.31867761416008
85,Upper Rouge,43.836124700000006,-79.20563609999999,,,,
86,Hillcrest Village,43.8037622,-79.3634517,Eagle's Nest Golf Club,Golf Course,43.805454826002794,-79.36418592243415
87,Hillcrest Village,43.8037622,-79.3634517,New York Fries,Fast Food Restaurant,43.80366383775661,-79.36390544874158
88,Hillcrest Village,43.8037622,-79.3634517,AY Jackson Pool,Pool,43.804515413699576,-79.36613821581467
89,Hillcrest Village,43.8037622,-79.3634517,Villa Madina,Mediterranean Restaurant,43.80168506227364,-79.36393844569061
90,Hillcrest Village,43.8037622,-79.3634517,Duncan Creek Park,Dog Run,43.80553928816196,-79.36069456944033
91,"Henry Farm,Fairview,Oriole",43.7785175,-79.3465557,The LEGO Store,Toy / Game Store,43.77820727238842,-79.34348299621146
92,"Henry Farm,Fairview,Oriole",43.7785175,-79.3465557,Michel's Baguette,Bakery,43.77708227220403,-79.34455653003414
93,"Henry Farm,Fairview,Oriole",43.7785175,-79.3465557,CF Fairview Mall,Shopping Mall,43.777993908591895,-79.34366510981064
94,"Henry Farm,Fairview,Oriole",43.7785175,-79.3465557,DAVIDsTEA,Tea Room,43.77759332519533,-79.34508888051846
95,"Henry Farm,Fairview,Oriole",43.7785175,-79.3465557,Hero Certified Burgers,Burger Joint,43.7772948385197,-79.34458372068603
96,"Henry Farm,Fairview,Oriole",43.7785175,-79.3465557,Moxie's Classic Grill,American Restaurant,43.777778810576905,-79.34318499889385
97,"Henry Farm,Fairview,Oriole",43.7785175,-79.3465557,SilverCity,Movie Theater,43.77868093228815,-79.3440850072426
98,"Henry Farm,Fairview,Oriole",43.7785175,-79.3465557,Apple Fairview,Electronics Store,43.7779146,-79.343561
99,"Henry Farm,Fairview,Oriole",43.7785175,-79.3465557,De Berardini's,Salon / Barbershop,43.77806925637981,-79.34264197549473
100,"Henry Farm,Fairview,Oriole",43.7785175,-79.3465557,Purdys Chocolatier,Chocolate Shop,43.77816,-79.344154
101,"Henry Farm,Fairview,Oriole",43.7785175,-79.3465557,Hudson's Bay,Department Store,43.777830351654046,-79.34304327486974
102,"Henry Farm,Fairview,Oriole",43.7785175,-79.3465557,New York Fries - Fairview Mall,Restaurant,43.77860499015611,-79.34357713182652
103,"Henry Farm,Fairview,Oriole",43.7785175,-79.3465557,H&M,Clothing Store,43.77754859086118,-79.34560423018411
104,"Henry Farm,Fairview,Oriole",43.7785175,-79.3465557,Shoppers Drug Mart,Pharmacy,43.77817,-79.345014
105,"Henry Farm,Fairview,Oriole",43.7785175,-79.3465557,Aroma Espresso Bar,Coffee Shop,43.777700197902725,-79.34465166972005
106,"Henry Farm,Fairview,Oriole",43.7785175,-79.3465557,Ten Ren's Tea Time,Juice Bar,43.777158444629066,-79.34453087278449
107,"Henry Farm,Fairview,Oriole",43.7785175,-79.3465557,Starbucks,Coffee Shop,43.77799,-79.344091
108,"Henry Farm,Fairview,Oriole",43.7785175,-79.3465557,Old Navy,Clothing Store,43.7779901,-79.3440914
109,"Henry Farm,Fairview,Oriole",43.7785175,-79.3465557,Booster Juice,Juice Bar,43.77742786,-79.3449699
110,"Henry Farm,Fairview,Oriole",43.7785175,-79.3465557,Fairview Library Theatre,Theater,43.779018057023805,-79.34652599431665
111,"Henry Farm,Fairview,Oriole",43.7785175,-79.3465557,TD Canada Trust,Bank,43.777763,-79.345974
112,"Henry Farm,Fairview,Oriole",43.7785175,-79.3465557,J.Crew,Clothing Store,43.7779417,-79.3451178
113,"Henry Farm,Fairview,Oriole",43.7785175,-79.3465557,Fairview Mall Food Garden,Food Court,43.77836930887007,-79.34321606591291
114,"Henry Farm,Fairview,Oriole",43.7785175,-79.3465557,LCBO,Liquor Store,43.77895496200283,-79.34504796258686
115,"Henry Farm,Fairview,Oriole",43.7785175,-79.3465557,Heart Sushi,Japanese Restaurant,43.777203,-79.343805
116,"Henry Farm,Fairview,Oriole",43.7785175,-79.3465557,Hollister Co.,Clothing Store,43.778088689883695,-79.34370423838938
117,"Henry Farm,Fairview,Oriole",43.7785175,-79.3465557,Thai Express,Thai Restaurant,43.77799,-79.344091
118,"Henry Farm,Fairview,Oriole",43.7785175,-79.3465557,Tim Hortons,Coffee Shop,43.777964,-79.344715
119,"Henry Farm,Fairview,Oriole",43.7785175,-79.3465557,Zara,Clothing Store,43.777961241763556,-79.34469070057258
120,"Henry Farm,Fairview,Oriole",43.7785175,-79.3465557,Tommy Hilfiger,Clothing Store,43.77742747193735,-79.34589327979445
121,"Henry Farm,Fairview,Oriole",43.7785175,-79.3465557,EB Games,Video Game Store,43.7781866230844,-79.3433096596408
122,"Henry Farm,Fairview,Oriole",43.7785175,-79.3465557,Tim Hortons,Coffee Shop,43.7749925,-79.3463027
123,"Henry Farm,Fairview,Oriole",43.7785175,-79.3465557,KFC,Fast Food Restaurant,43.7776,-79.3442
124,"Henry Farm,Fairview,Oriole",43.7785175,-79.3465557,Bourbon St. Grill,Fast Food Restaurant,43.77827649168577,-79.34324149162853
125,"Henry Farm,Fairview,Oriole",43.7785175,-79.3465557,Tim Hortons,Coffee Shop,43.77524918178477,-79.34773966670036
126,"Henry Farm,Fairview,Oriole",43.7785175,-79.3465557,McDonald's,Fast Food Restaurant,43.7784074,-79.3435742
127,"Henry Farm,Fairview,Oriole",43.7785175,-79.3465557,St. Louis Bar & Grill,Bar,43.77721460733997,-79.34508093497027
128,"Henry Farm,Fairview,Oriole",43.7785175,-79.3465557,SportChek,Sporting Goods Shop,43.777760996766865,-79.34315772052062
129,"Henry Farm,Fairview,Oriole",43.7785175,-79.3465557,Spring Rolls,Asian Restaurant,43.777350695180374,-79.34397727347279
130,"Henry Farm,Fairview,Oriole",43.7785175,-79.3465557,SEPHORA,Cosmetics Shop,43.778366,-79.3437003
131,"Henry Farm,Fairview,Oriole",43.7785175,-79.3465557,Z•teca,Burrito Place,43.777216678163484,-79.3444011179068
132,"Henry Farm,Fairview,Oriole",43.7785175,-79.3465557,Urban Planet,Women's Store,43.777825,-79.343519
133,"Henry Farm,Fairview,Oriole",43.7785175,-79.3465557,Druxy's,Deli / Bodega,43.77878702526164,-79.34444702976553
134,"Henry Farm,Fairview,Oriole",43.7785175,-79.3465557,Garage Clothing,Clothing Store,43.77695171853015,-79.34700906250485
135,"Henry Farm,Fairview,Oriole",43.7785175,-79.3465557,Showcase,Gift Shop,43.77877182143177,-79.34431968978073
136,"Henry Farm,Fairview,Oriole",43.7785175,-79.3465557,Zumiez,Clothing Store,43.777636036659636,-79.34524929542941
137,"Henry Farm,Fairview,Oriole",43.7785175,-79.3465557,BCBG Max Azria,Boutique,43.77696607091188,-79.34701924857568
138,"Henry Farm,Fairview,Oriole",43.7785175,-79.3465557,Roots Fairview Mall,Clothing Store,43.7777833171117,-79.34449017047882
139,"Henry Farm,Fairview,Oriole",43.7785175,-79.3465557,GNC,Supplement Shop,43.77843789497575,-79.344162940979
140,"Henry Farm,Fairview,Oriole",43.7785175,-79.3465557,Ardene,Women's Store,43.77688620262047,-79.34717998514216
141,"Henry Farm,Fairview,Oriole",43.7785175,-79.3465557,Gateway Newstand (Fairview),Convenience Store,43.77837592341407,-79.34480667114258
142,"Henry Farm,Fairview,Oriole",43.7785175,-79.3465557,The Source,Electronics Store,43.777325898523074,-79.34597912791901
143,"Henry Farm,Fairview,Oriole",43.7785175,-79.3465557,Childrens Place,Kids Store,43.777599,-79.345136
144,"Henry Farm,Fairview,Oriole",43.7785175,-79.3465557,Bath & Body Works,Distribution Center,43.778348810835624,-79.34386521577835
145,"Henry Farm,Fairview,Oriole",43.7785175,-79.3465557,Aéropostale,Clothing Store,43.77828083022019,-79.34342473513604
146,"Henry Farm,Fairview,Oriole",43.7785175,-79.3465557,Grill It Up,Food Court,43.77826768921672,-79.34330442089535
147,"Henry Farm,Fairview,Oriole",43.7785175,-79.3465557,Laura Secord,Dessert Shop,43.7782285533859,-79.34321768453563
148,"Henry Farm,Fairview,Oriole",43.7785175,-79.3465557,Yoi,Japanese Restaurant,43.778244,-79.34301
149,"Henry Farm,Fairview,Oriole",43.7785175,-79.3465557,Don Mills Station Bus Terminal,Bus Station,43.77592896385145,-79.3469536135742
150,"Henry Farm,Fairview,Oriole",43.7785175,-79.3465557,Fit For Life,Fast Food Restaurant,43.77935234078756,-79.35056822110249
151,"Henry Farm,Fairview,Oriole",43.7785175,-79.3465557,Circle K,Convenience Store,43.7754422,-79.3478394
152,"Henry Farm,Fairview,Oriole",43.7785175,-79.3465557,Oriole Park,Baseball Field,43.78081676843454,-79.35132725701995
153,"Henry Farm,Fairview,Oriole",43.7785175,-79.3465557,Michel's Baguette,Bakery,43.77432584600824,-79.34668494032192
154,Bayview Village,43.7869473,-79.385975,Sun Star Chinese Cuisine 翠景小炒,Chinese Restaurant,43.78791448422642,-79.38123404311649
155,Bayview Village,43.7869473,-79.385975,TD Canada Trust,Bank,43.7880740139986,-79.38036672770977
156,Bayview Village,43.7869473,-79.385975,Maxim's Cafe and Patisserie,Café,43.78786337669778,-79.38075094208715
157,Bayview Village,43.7869473,-79.385975,Kaga Sushi,Japanese Restaurant,43.78775840092113,-79.38108976991016
158,"Silver Hills,York Mills",43.7574902,-79.37471409999999,Windfields Cafeteria,Cafeteria,43.755862,-79.370649
159,"Willowdale,Newtonbrook",43.789053,-79.40849279999999,,,,
160,Willowdale South,43.7701199,-79.40849279999999,Loblaws,Grocery Store,43.768722,-79.412101
161,Willowdale South,43.7701199,-79.40849279999999,Konjiki Ramen,Ramen Restaurant,43.76699771023422,-79.41222209328754
162,Willowdale South,43.7701199,-79.40849279999999,The Keg,Steakhouse,43.7665789176648,-79.41213141222555
163,Willowdale South,43.7701199,-79.40849279999999,Starbucks,Coffee Shop,43.768353,-79.413046
164,Willowdale South,43.7701199,-79.40849279999999,Aroma Espresso Bar,Café,43.76944882099181,-79.41308107735675
165,Willowdale South,43.7701199,-79.40849279999999,Cineplex Cinemas,Movie Theater,43.76862539839479,-79.41261307104753
166,Willowdale South,43.7701199,-79.40849279999999,Wako Sushi + Bar,Japanese Restaurant,43.77080606720809,-79.41313811956255
167,Willowdale South,43.7701199,-79.40849279999999,Satay Sate,Indonesian Restaurant,43.76669,-79.4121
168,Willowdale South,43.7701199,-79.40849279999999,Saryo,Café,43.76697902009232,-79.41220491675689
169,Willowdale South,43.7701199,-79.40849279999999,Mel Lastman Square,Plaza,43.76770145783431,-79.41297541544051
170,Willowdale South,43.7701199,-79.40849279999999,Dairy Queen,Ice Cream Shop,43.76701557770687,-79.4120009150447
171,Willowdale South,43.7701199,-79.40849279999999,Empress Walk,Shopping Mall,43.768540252857974,-79.4126707082784
172,Willowdale South,43.7701199,-79.40849279999999,Michaels,Arts & Crafts Store,43.76724487394571,-79.41197372883607
173,Willowdale South,43.7701199,-79.40849279999999,Booster Juice,Juice Bar,43.76889,-79.4129899
174,Willowdale South,43.7701199,-79.40849279999999,PetSmart,Pet Store,43.769139,-79.412522
175,Willowdale South,43.7701199,-79.40849279999999,Starbucks,Coffee Shop,43.768464,-79.414017
176,Willowdale South,43.7701199,-79.40849279999999,Aura,Lounge,43.766012799364795,-79.41081286441447
177,Willowdale South,43.7701199,-79.40849279999999,Symposium Cafe Restaurant & Lounge,Restaurant,43.77107544003332,-79.41339624610163
178,Willowdale South,43.7701199,-79.40849279999999,Subway,Sandwich Place,43.768507,-79.41398454232785
179,Willowdale South,43.7701199,-79.40849279999999,Wendy's,Fast Food Restaurant,43.76846127243853,-79.4123771060805
180,Willowdale South,43.7701199,-79.40849279999999,KINTON RAMEN,Ramen Restaurant,43.76968375926793,-79.41304877291766
181,Willowdale South,43.7701199,-79.40849279999999,Aburi Room,Sushi Restaurant,43.769197,-79.414039
182,Willowdale South,43.7701199,-79.40849279999999,Best Buy,Electronics Store,43.76811518063931,-79.4126082683499
183,Willowdale South,43.7701199,-79.40849279999999,Dollarama,Discount Store,43.768722,-79.412101
184,Willowdale South,43.7701199,-79.40849279999999,Boston Pizza,Pizza Place,43.76966566980136,-79.41305666054794
185,Willowdale South,43.7701199,-79.40849279999999,Pho 88 Vietnamese Cuisine,Vietnamese Restaurant,43.77045596393368,-79.41306424537943
186,Willowdale South,43.7701199,-79.40849279999999,Shawarma Max,Middle Eastern Restaurant,43.76601170897119,-79.41084443679077
187,Willowdale South,43.7701199,-79.40849279999999,Ajisen Ramen 味千ラーメン,Ramen Restaurant,43.771444,-79.413139
188,Willowdale South,43.7701199,-79.40849279999999,Subway,Sandwich Place,43.77140090446779,-79.41345717293876
189,Willowdale South,43.7701199,-79.40849279999999,Ten Ren's Tea Time 喫茶新饌,Bubble Tea Shop,43.769574852327395,-79.41259669370922
190,Willowdale South,43.7701199,-79.40849279999999,Freshslice Pizza,Pizza Place,43.771353408025305,-79.4134865956423
191,Willowdale South,43.7701199,-79.40849279999999,Novotel Toronto North York,Hotel,43.76872304736466,-79.41425730725825
192,Willowdale South,43.7701199,-79.40849279999999,North York City Centre,Shopping Mall,43.76861773238915,-79.41315993696033
193,Willowdale South,43.7701199,-79.40849279999999,PROJECT:FISH,Sushi Restaurant,43.7691,-79.414305
194,York Mills West,43.752758299999996,-79.4000493,TD Canada Trust,Bank,43.7509235,-79.4010039
195,York Mills West,43.752758299999996,-79.4000493,Kitchen Food Fair,Convenience Store,43.751297901387304,-79.40139340223642
196,York Mills West,43.752758299999996,-79.4000493,Tournament Park,Park,43.75125720420175,-79.39971685409546
197,Willowdale West,43.7827364,-79.4422593,Tov-Li,Pizza Place,43.78421369713337,-79.44609771646198
198,Willowdale West,43.7827364,-79.4422593,Shoppers Drug Mart,Pharmacy,43.784847,-79.446028
199,Willowdale West,43.7827364,-79.4422593,Dollarama,Discount Store,43.78467,-79.4466696
200,Willowdale West,43.7827364,-79.4422593,Tim Hortons,Coffee Shop,43.7809395,-79.4442308
201,Willowdale West,43.7827364,-79.4422593,Price Chopper,Grocery Store,43.783237418498096,-79.44633923214607
202,Willowdale West,43.7827364,-79.4422593,Painters With a Brush,Home Service,43.7826682,-79.44828139999998
203,Parkwoods,43.7532586,-79.3296565,Brookbanks Park,Park,43.751976046055574,-79.33214044722958
204,Parkwoods,43.7532586,-79.3296565,Variety Store,Food & Drink Shop,43.75197441585782,-79.33311418516017
205,Parkwoods,43.7532586,-79.3296565,TTC stop - 44 Valley Woods,Bus Stop,43.75540238129278,-79.33374133300899
206,Don Mills North,43.745905799999996,-79.352188,LA Fitness,Gym / Fitness Center,43.74766522888878,-79.34707696065234
207,Don Mills North,43.745905799999996,-79.352188,Island Foods,Caribbean Restaurant,43.745866073988985,-79.34603533317939
208,Don Mills North,43.745905799999996,-79.352188,Baretto Caffé,Café,43.74445646349851,-79.34645978471785
209,Don Mills North,43.745905799999996,-79.352188,Gonoe Sushi,Japanese Restaurant,43.74573681959921,-79.34599119916211
210,"Don Mills South,Flemingdon Park",43.72589970000001,-79.340923,Sorento Restaurant,Italian Restaurant,43.72657509457231,-79.34198930569546
211,"Don Mills South,Flemingdon Park",43.72589970000001,-79.340923,Fitness Connection,Gym,43.72747286430573,-79.34170684305083
212,"Don Mills South,Flemingdon Park",43.72589970000001,-79.340923,Oomomo,Discount Store,43.72642908913988,-79.34328336099873
213,"Don Mills South,Flemingdon Park",43.72589970000001,-79.340923,Tilley Endurables,Clothing Store,43.72703319748601,-79.34292634000684
214,"Don Mills South,Flemingdon Park",43.72589970000001,-79.340923,Swiss Chalet,Restaurant,43.726747353541775,-79.34162487001265
215,"Don Mills South,Flemingdon Park",43.72589970000001,-79.340923,Memories of Japan,Japanese Restaurant,43.72734746849249,-79.34136445237439
216,"Don Mills South,Flemingdon Park",43.72589970000001,-79.340923,Skiis and Biikes,Bike Shop,43.726350918006425,-79.34297712786963
217,"Don Mills South,Flemingdon Park",43.72589970000001,-79.340923,Japanese Canadian Cultural Centre,Concert Hall,43.726429,-79.334971
218,"Don Mills South,Flemingdon Park",43.72589970000001,-79.340923,Genghis Khan Mongolian Grill,Asian Restaurant,43.7269059862849,-79.34121626053623
219,"Don Mills South,Flemingdon Park",43.72589970000001,-79.340923,Just Hockey Source For Sports,Sporting Goods Shop,43.72709513128194,-79.34259061584578
220,"Don Mills South,Flemingdon Park",43.72589970000001,-79.340923,The Beer Store,Beer Store,43.7269871,-79.3414943
221,"Don Mills South,Flemingdon Park",43.72589970000001,-79.340923,Tim Hortons,Coffee Shop,43.72289725323043,-79.33911703526974
222,"Don Mills South,Flemingdon Park",43.72589970000001,-79.340923,Asian Legend,Dim Sum Restaurant,43.7265905030894,-79.34218786843495
